"feature","z","cell_type","cell"
"feature 14",-0.37555569778799514,"cell type 1","C53_p1d1"
"feature 8",1.3764392253072057,"cell type 1","C53_p1d1"
"feature 11",-0.3570586999731203,"cell type 1","C53_p1d1"
"feature 1",1.406418913341968,"cell type 1","C53_p1d1"
"feature 6",-0.5740092168195461,"cell type 3","C54_p1d1"
"feature 5",-0.3757091192007224,"cell type 3","C54_p1d1"
"feature 13",-0.37536184324819266,"cell type 3","C54_p1d1"
"feature 12",-0.25660064114989006,"cell type 3","C54_p1d1"
"feature 9",-0.3576554952433767,"cell type 3","C54_p1d1"
"feature 14",-0.37555569778799514,"cell type 3","C54_p1d1"
"feature 8",-0.7023805146082471,"cell type 3","C54_p1d1"
"feature 11",-0.3570586999731203,"cell type 3","C54_p1d1"
"feature 1",-0.7023366235904492,"cell type 3","C54_p1d1"
"feature 6",-0.5740092168195461,"cell type 3","C55_p1d1"
"feature 5",-0.3757091192007224,"cell type 3","C55_p1d1"
"feature 13",-0.37536184324819266,"cell type 3","C55_p1d1"
"feature 12",-0.25660064114989006,"cell type 3","C55_p1d1"
"feature 9",-0.3576554952433767,"cell type 3","C55_p1d1"
"feature 14",-0.37555569778799514,"cell type 3","C55_p1d1"
"feature 8",-0.7023805146082471,"cell type 3","C55_p1d1"
"feature 11",-0.3570586999731203,"cell type 3","C55_p1d1"
"feature 1",-0.7023366235904492,"cell type 3","C55_p1d1"
"feature 6",1.7400899295680972,"cell type 1","C56_p1d1"
"feature 5",-0.3757091192007224,"cell type 1","C56_p1d1"
"feature 13",-0.37536184324819266,"cell type 1","C56_p1d1"
"feature 12",-0.25660064114989006,"cell type 1","C56_p1d1"
"feature 9",-0.3576554952433767,"cell type 1","C56_p1d1"
"feature 14",-0.37555569778799514,"cell type 1","C56_p1d1"
"feature 8",1.3842648407346612,"cell type 1","C56_p1d1"
"feature 11",-0.3570586999731203,"cell type 1","C56_p1d1"
"feature 1",1.4124737780816048,"cell type 1","C56_p1d1"
"feature 6",1.6708985178973146,"cell type 1","C57_p1d1"
"feature 5",-0.3757091192007224,"cell type 1","C57_p1d1"
"feature 13",-0.37536184324819266,"cell type 1","C57_p1d1"
"feature 12",-0.25660064114989006,"cell type 1","C57_p1d1"
"feature 9",-0.3576554952433767,"cell type 1","C57_p1d1"
"feature 14",-0.37555569778799514,"cell type 1","C57_p1d1"
"feature 8",1.4729628521308984,"cell type 1","C57_p1d1"
"feature 11",-0.3570586999731203,"cell type 1","C57_p1d1"
"feature 1",1.5043995510111612,"cell type 1","C57_p1d1"
"feature 6",-0.5740092168195461,"cell type 3","C58_p1d1"
"feature 5",-0.3757091192007224,"cell type 3","C58_p1d1"
"feature 13",-0.37536184324819266,"cell type 3","C58_p1d1"
"feature 12",-0.25660064114989006,"cell type 3","C58_p1d1"
"feature 9",-0.3576554952433767,"cell type 3","C58_p1d1"
"feature 14",-0.37555569778799514,"cell type 3","C58_p1d1"
"feature 8",-0.7023805146082471,"cell type 3","C58_p1d1"
"feature 11",-0.3570586999731203,"cell type 3","C58_p1d1"
"feature 1",-0.7023366235904492,"cell type 3","C58_p1d1"
"feature 6",-0.5740092168195461,"cell type 3","C59_p1d1"
"feature 5",-0.3757091192007224,"cell type 3","C59_p1d1"
"feature 13",-0.37536184324819266,"cell type 3","C59_p1d1"
"feature 12",-0.25660064114989006,"cell type 3","C59_p1d1"
"feature 9",-0.3576554952433767,"cell type 3","C59_p1d1"
"feature 14",-0.37555569778799514,"cell type 3","C59_p1d1"
"feature 8",-0.7023805146082471,"cell type 3","C59_p1d1"
"feature 11",-0.3570586999731203,"cell type 3","C59_p1d1"
"feature 1",-0.7023366235904492,"cell type 3","C59_p1d1"
"feature 6",-0.5740092168195461,"cell type 3","C6_p1d1"
"feature 5",-0.3757091192007224,"cell type 3","C6_p1d1"
"feature 13",-0.37536184324819266,"cell type 3","C6_p1d1"
"feature 12",-0.25660064114989006,"cell type 3","C6_p1d1"
"feature 9",-0.3576554952433767,"cell type 3","C6_p1d1"
"feature 14",-0.37555569778799514,"cell type 3","C6_p1d1"
"feature 8",-0.7023805146082471,"cell type 3","C6_p1d1"
"feature 11",-0.3570586999731203,"cell type 3","C6_p1d1"
"feature 1",-0.7023366235904492,"cell type 3","C6_p1d1"
"feature 6",-0.5740092168195461,"cell type 3","C60_p1d1"
"feature 5",-0.3757091192007224,"cell type 3","C60_p1d1"
"feature 13",-0.37536184324819266,"cell type 3","C60_p1d1"
"feature 12",-0.25660064114989006,"cell type 3","C60_p1d1"
"feature 9",-0.3576554952433767,"cell type 3","C60_p1d1"
"feature 14",-0.37555569778799514,"cell type 3","C60_p1d1"
"feature 8",-0.7023805146082471,"cell type 3","C60_p1d1"
"feature 11",-0.3570586999731203,"cell type 3","C60_p1d1"
"feature 1",-0.7023366235904492,"cell type 3","C60_p1d1"
"feature 6",1.6507446860384463,"cell type 2","C61_p1d1"
"feature 5",2.3900974629742127,"cell type 2","C61_p1d1"
"feature 13",2.400593118861527,"cell type 2","C61_p1d1"
"feature 12",-0.25660064114989006,"cell type 2","C61_p1d1"
"feature 9",2.5826408084263193,"cell type 2","C61_p1d1"
"feature 14",2.3979759165372476,"cell type 2","C61_p1d1"
"feature 8",1.193669382435895,"cell type 2","C61_p1d1"
"feature 11",2.4028849279202906,"cell type 2","C61_p1d1"
"feature 1",1.253073655191671,"cell type 2","C61_p1d1"
"feature 6",1.6715387164439506,"cell type 2","C62_p1d1"
"feature 5",2.6497654724863127,"cell type 2","C62_p1d1"
"feature 13",2.528044811831791,"cell type 2","C62_p1d1"
"feature 12",-0.25660064114989006,"cell type 2","C62_p1d1"
"feature 9",2.757228315606568,"cell type 2","C62_p1d1"
"feature 14",2.63908848788821,"cell type 2","C62_p1d1"
"feature 8",-0.7023805146082471,"cell type 2","C62_p1d1"
"feature 11",2.726616784275741,"cell type 2","C62_p1d1"
"feature 1",-0.7023366235904492,"cell type 2","C62_p1d1"
"feature 6",1.7946389522010426,"cell type 1","C63_p1d1"
"feature 5",-0.3757091192007224,"cell type 1","C63_p1d1"
"feature 13",-0.37536184324819266,"cell type 1","C63_p1d1"
"feature 12",-0.25660064114989006,"cell type 1","C63_p1d1"
"feature 9",-0.3576554952433767,"cell type 1","C63_p1d1"
"feature 14",-0.37555569778799514,"cell type 1","C63_p1d1"
"feature 8",1.4325547449039733,"cell type 1","C63_p1d1"
"feature 11",-0.3570586999731203,"cell type 1","C63_p1d1"
"feature 1",1.5036800575367613,"cell type 1","C63_p1d1"
"feature 6",-0.5740092168195461,"cell type 3","C64_p1d1"
"feature 5",-0.3757091192007224,"cell type 3","C64_p1d1"
"feature 13",-0.37536184324819266,"cell type 3","C64_p1d1"
"feature 12",-0.25660064114989006,"cell type 3","C64_p1d1"
"feature 9",-0.3576554952433767,"cell type 3","C64_p1d1"
"feature 14",-0.37555569778799514,"cell type 3","C64_p1d1"
"feature 8",-0.7023805146082471,"cell type 3","C64_p1d1"
"feature 11",-0.3570586999731203,"cell type 3","C64_p1d1"
"feature 1",-0.7023366235904492,"cell type 3","C64_p1d1"
"feature 6",-0.5740092168195461,"cell type 3","C65_p1d1"
"feature 5",-0.3757091192007224,"cell type 3","C65_p1d1"
"feature 13",-0.37536184324819266,"cell type 3","C65_p1d1"
"feature 12",-0.25660064114989006,"cell type 3","C65_p1d1"
"feature 9",-0.3576554952433767,"cell type 3","C65_p1d1"
"feature 14",-0.37555569778799514,"cell type 3","C65_p1d1"
"feature 8",-0.7023805146082471,"cell type 3","C65_p1d1"
"feature 11",-0.3570586999731203,"cell type 3","C65_p1d1"
"feature 1",-0.7023366235904492,"cell type 3","C65_p1d1"
"feature 6",-0.5740092168195461,"cell type 3","C66_p1d1"
"feature 5",-0.3757091192007224,"cell type 3","C66_p1d1"
"feature 13",-0.37536184324819266,"cell type 3","C66_p1d1"
"feature 12",-0.25660064114989006,"cell type 3","C66_p1d1"
"feature 9",-0.3576554952433767,"cell type 3","C66_p1d1"
"feature 14",-0.37555569778799514,"cell type 3","C66_p1d1"
"feature 8",-0.7023805146082471,"cell type 3","C66_p1d1"
"feature 11",-0.3570586999731203,"cell type 3","C66_p1d1"
"feature 1",-0.7023366235904492,"cell type 3","C66_p1d1"
"feature 6",1.8075581010156212,"cell type 2","C67_p1d1"
"feature 5",2.8351593277259037,"cell type 2","C67_p1d1"
"feature 13",2.8636284980175746,"cell type 2","C67_p1d1"
"feature 12",4.0351015461585344,"cell type 2","C67_p1d1"
"feature 9",2.9087457691823704,"cell type 2","C67_p1d1"
"feature 14",2.8380663578336045,"cell type 2","C67_p1d1"
"feature 8",-0.7023805146082471,"cell type 2","C67_p1d1"
"feature 11",3.135186263770348,"cell type 2","C67_p1d1"
"feature 1",-0.7023366235904492,"cell type 2","C67_p1d1"
"feature 6",-0.5740092168195461,"cell type 3","C68_p1d1"
"feature 5",-0.3757091192007224,"cell type 3","C68_p1d1"
"feature 13",-0.37536184324819266,"cell type 3","C68_p1d1"
"feature 12",-0.25660064114989006,"cell type 3","C68_p1d1"
"feature 9",-0.3576554952433767,"cell type 3","C68_p1d1"
"feature 14",-0.37555569778799514,"cell type 3","C68_p1d1"
"feature 8",-0.7023805146082471,"cell type 3","C68_p1d1"
"feature 11",-0.3570586999731203,"cell type 3","C68_p1d1"
"feature 1",-0.7023366235904492,"cell type 3","C68_p1d1"
"feature 6",-0.5740092168195461,"cell type 1","C69_p1d1"
"feature 5",-0.3757091192007224,"cell type 1","C69_p1d1"
"feature 13",-0.37536184324819266,"cell type 1","C69_p1d1"
"feature 12",-0.25660064114989006,"cell type 1","C69_p1d1"
"feature 9",-0.3576554952433767,"cell type 1","C69_p1d1"
"feature 14",-0.37555569778799514,"cell type 1","C69_p1d1"
"feature 8",1.3776194675961022,"cell type 1","C69_p1d1"
"feature 11",-0.3570586999731203,"cell type 1","C69_p1d1"
"feature 1",1.448228292050656,"cell type 1","C69_p1d1"
"feature 6",1.7006659339974513,"cell type 1","C7_p1d1"
"feature 5",-0.3757091192007224,"cell type 1","C7_p1d1"
"feature 13",-0.37536184324819266,"cell type 1","C7_p1d1"
"feature 12",-0.25660064114989006,"cell type 1","C7_p1d1"
"feature 9",-0.3576554952433767,"cell type 1","C7_p1d1"
"feature 14",-0.37555569778799514,"cell type 1","C7_p1d1"
"feature 8",1.4309870596813918,"cell type 1","C7_p1d1"
"feature 11",-0.3570586999731203,"cell type 1","C7_p1d1"
"feature 1",1.3215755098430506,"cell type 1","C7_p1d1"
"feature 6",1.6870852325690822,"cell type 1","C70_p1d1"
"feature 5",-0.3757091192007224,"cell type 1","C70_p1d1"
"feature 13",-0.37536184324819266,"cell type 1","C70_p1d1"
"feature 12",-0.25660064114989006,"cell type 1","C70_p1d1"
"feature 9",-0.3576554952433767,"cell type 1","C70_p1d1"
"feature 14",-0.37555569778799514,"cell type 1","C70_p1d1"
"feature 8",1.3963623153861537,"cell type 1","C70_p1d1"
"feature 11",-0.3570586999731203,"cell type 1","C70_p1d1"
"feature 1",1.4412088148400473,"cell type 1","C70_p1d1"
"feature 6",1.6830328814853635,"cell type 1","C71_p1d1"
"feature 5",-0.3757091192007224,"cell type 1","C71_p1d1"
"feature 13",-0.37536184324819266,"cell type 1","C71_p1d1"
"feature 12",-0.25660064114989006,"cell type 1","C71_p1d1"
"feature 9",-0.3576554952433767,"cell type 1","C71_p1d1"
"feature 14",-0.37555569778799514,"cell type 1","C71_p1d1"
"feature 8",1.3479300076383671,"cell type 1","C71_p1d1"
"feature 11",-0.3570586999731203,"cell type 1","C71_p1d1"
"feature 1",1.4082456395200178,"cell type 1","C71_p1d1"
"feature 6",-0.5740092168195461,"cell type 1","C72_p1d1"
"feature 5",-0.3757091192007224,"cell type 1","C72_p1d1"
"feature 13",-0.37536184324819266,"cell type 1","C72_p1d1"
"feature 12",-0.25660064114989006,"cell type 1","C72_p1d1"
"feature 9",-0.3576554952433767,"cell type 1","C72_p1d1"
"feature 14",-0.37555569778799514,"cell type 1","C72_p1d1"
"feature 8",1.3196436184827656,"cell type 1","C72_p1d1"
"feature 11",-0.3570586999731203,"cell type 1","C72_p1d1"
"feature 1",1.3751362163108334,"cell type 1","C72_p1d1"
"feature 6",-0.5740092168195461,"cell type 3","C73_p1d1"
"feature 5",-0.3757091192007224,"cell type 3","C73_p1d1"
"feature 13",-0.37536184324819266,"cell type 3","C73_p1d1"
"feature 12",-0.25660064114989006,"cell type 3","C73_p1d1"
"feature 9",-0.3576554952433767,"cell type 3","C73_p1d1"
"feature 14",-0.37555569778799514,"cell type 3","C73_p1d1"
"feature 8",-0.7023805146082471,"cell type 3","C73_p1d1"
"feature 11",-0.3570586999731203,"cell type 3","C73_p1d1"
"feature 1",-0.7023366235904492,"cell type 3","C73_p1d1"
"feature 6",-0.5740092168195461,"cell type 3","C74_p1d1"
"feature 5",-0.3757091192007224,"cell type 3","C74_p1d1"
"feature 13",-0.37536184324819266,"cell type 3","C74_p1d1"
"feature 12",-0.25660064114989006,"cell type 3","C74_p1d1"
"feature 9",-0.3576554952433767,"cell type 3","C74_p1d1"
"feature 14",-0.37555569778799514,"cell type 3","C74_p1d1"
"feature 8",-0.7023805146082471,"cell type 3","C74_p1d1"
"feature 11",-0.3570586999731203,"cell type 3","C74_p1d1"
"feature 1",-0.7023366235904492,"cell type 3","C74_p1d1"
"feature 6",1.6666899357003686,"cell type 2","C75_p1d1"
"feature 5",2.7096857729988693,"cell type 2","C75_p1d1"
"feature 13",2.706885626503131,"cell type 2","C75_p1d1"
"feature 12",3.707394069734944,"cell type 2","C75_p1d1"
"feature 9",2.7673311685758617,"cell type 2","C75_p1d1"
"feature 14",2.813898635008829,"cell type 2","C75_p1d1"
"feature 8",-0.7023805146082471,"cell type 2","C75_p1d1"
"feature 11",2.858888049845004,"cell type 2","C75_p1d1"
"feature 1",-0.7023366235904492,"cell type 2","C75_p1d1"
"feature 6",-0.5740092168195461,"cell type 3","C76_p1d1"
"feature 5",-0.3757091192007224,"cell type 3","C76_p1d1"
"feature 13",-0.37536184324819266,"cell type 3","C76_p1d1"
"feature 12",-0.25660064114989006,"cell type 3","C76_p1d1"
"feature 9",-0.3576554952433767,"cell type 3","C76_p1d1"
"feature 14",-0.37555569778799514,"cell type 3","C76_p1d1"
"feature 8",-0.7023805146082471,"cell type 3","C76_p1d1"
"feature 11",-0.3570586999731203,"cell type 3","C76_p1d1"
"feature 1",-0.7023366235904492,"cell type 3","C76_p1d1"
"feature 6",-0.5740092168195461,"cell type 3","C77_p1d1"
"feature 5",-0.3757091192007224,"cell type 3","C77_p1d1"
"feature 13",-0.37536184324819266,"cell type 3","C77_p1d1"
"feature 12",-0.25660064114989006,"cell type 3","C77_p1d1"
"feature 9",-0.3576554952433767,"cell type 3","C77_p1d1"
"feature 14",-0.37555569778799514,"cell type 3","C77_p1d1"
"feature 8",-0.7023805146082471,"cell type 3","C77_p1d1"
"feature 11",-0.3570586999731203,"cell type 3","C77_p1d1"
"feature 1",-0.7023366235904492,"cell type 3","C77_p1d1"
"feature 6",1.8237316597783608,"cell type 1","C78_p1d1"
"feature 5",-0.3757091192007224,"cell type 1","C78_p1d1"
"feature 13",-0.37536184324819266,"cell type 1","C78_p1d1"
"feature 12",-0.25660064114989006,"cell type 1","C78_p1d1"
"feature 9",-0.3576554952433767,"cell type 1","C78_p1d1"
"feature 14",-0.37555569778799514,"cell type 1","C78_p1d1"
"feature 8",1.4948914486159741,"cell type 1","C78_p1d1"
"feature 11",-0.3570586999731203,"cell type 1","C78_p1d1"
"feature 1",1.5489217556431905,"cell type 1","C78_p1d1"
"feature 6",-0.5740092168195461,"cell type 3","C79_p1d1"
"feature 5",-0.3757091192007224,"cell type 3","C79_p1d1"
"feature 13",-0.37536184324819266,"cell type 3","C79_p1d1"
"feature 12",-0.25660064114989006,"cell type 3","C79_p1d1"
"feature 9",-0.3576554952433767,"cell type 3","C79_p1d1"
"feature 14",-0.37555569778799514,"cell type 3","C79_p1d1"
"feature 8",-0.7023805146082471,"cell type 3","C79_p1d1"
"feature 11",-0.3570586999731203,"cell type 3","C79_p1d1"
"feature 1",-0.7023366235904492,"cell type 3","C79_p1d1"
"feature 6",-0.5740092168195461,"cell type 3","C8_p1d1"
"feature 5",-0.3757091192007224,"cell type 3","C8_p1d1"
"feature 13",-0.37536184324819266,"cell type 3","C8_p1d1"
"feature 12",-0.25660064114989006,"cell type 3","C8_p1d1"
"feature 9",-0.3576554952433767,"cell type 3","C8_p1d1"
"feature 14",-0.37555569778799514,"cell type 3","C8_p1d1"
"feature 8",-0.7023805146082471,"cell type 3","C8_p1d1"
"feature 11",-0.3570586999731203,"cell type 3","C8_p1d1"
"feature 1",-0.7023366235904492,"cell type 3","C8_p1d1"
"feature 6",-0.5740092168195461,"cell type 3","C80_p1d1"
"feature 5",-0.3757091192007224,"cell type 3","C80_p1d1"
"feature 13",-0.37536184324819266,"cell type 3","C80_p1d1"
"feature 12",-0.25660064114989006,"cell type 3","C80_p1d1"
"feature 9",-0.3576554952433767,"cell type 3","C80_p1d1"
"feature 14",-0.37555569778799514,"cell type 3","C80_p1d1"
"feature 8",-0.7023805146082471,"cell type 3","C80_p1d1"
"feature 11",-0.3570586999731203,"cell type 3","C80_p1d1"
"feature 1",-0.7023366235904492,"cell type 3","C80_p1d1"
"feature 6",-0.5740092168195461,"cell type 2","C81_p1d1"
"feature 5",2.566549001154256,"cell type 2","C81_p1d1"
"feature 13",2.543705358251932,"cell type 2","C81_p1d1"
"feature 12",-0.25660064114989006,"cell type 2","C81_p1d1"
"feature 9",2.712188305887178,"cell type 2","C81_p1d1"
"feature 14",2.6548077558274668,"cell type 2","C81_p1d1"
"feature 8",-0.7023805146082471,"cell type 2","C81_p1d1"
"feature 11",2.6040729675152496,"cell type 2","C81_p1d1"
"feature 1",-0.7023366235904492,"cell type 2","C81_p1d1"
"feature 6",-0.5740092168195461,"cell type 1","C82_p1d1"
"feature 5",-0.3757091192007224,"cell type 1","C82_p1d1"
"feature 13",-0.37536184324819266,"cell type 1","C82_p1d1"
"feature 12",-0.25660064114989006,"cell type 1","C82_p1d1"
"feature 9",-0.3576554952433767,"cell type 1","C82_p1d1"
"feature 14",-0.37555569778799514,"cell type 1","C82_p1d1"
"feature 8",1.2102387227901905,"cell type 1","C82_p1d1"
"feature 11",-0.3570586999731203,"cell type 1","C82_p1d1"
"feature 1",1.2846978177050279,"cell type 1","C82_p1d1"
"feature 6",-0.5740092168195461,"cell type 2","C83_p1d1"
"feature 5",2.700420124710554,"cell type 2","C83_p1d1"
"feature 13",2.9419752105478842,"cell type 2","C83_p1d1"
"feature 12",4.119991873534107,"cell type 2","C83_p1d1"
"feature 9",2.7696924622260375,"cell type 2","C83_p1d1"
"feature 14",2.5550598825230066,"cell type 2","C83_p1d1"
"feature 8",-0.7023805146082471,"cell type 2","C83_p1d1"
"feature 11",2.861346502759941,"cell type 2","C83_p1d1"
"feature 1",-0.7023366235904492,"cell type 2","C83_p1d1"
"feature 6",-0.5740092168195461,"cell type 3","C84_p1d1"
"feature 5",-0.3757091192007224,"cell type 3","C84_p1d1"
"feature 13",-0.37536184324819266,"cell type 3","C84_p1d1"
"feature 12",-0.25660064114989006,"cell type 3","C84_p1d1"
"feature 9",-0.3576554952433767,"cell type 3","C84_p1d1"
"feature 14",-0.37555569778799514,"cell type 3","C84_p1d1"
"feature 8",-0.7023805146082471,"cell type 3","C84_p1d1"
"feature 11",-0.3570586999731203,"cell type 3","C84_p1d1"
"feature 1",-0.7023366235904492,"cell type 3","C84_p1d1"
"feature 6",1.757458849971162,"cell type 1","C85_p1d1"
"feature 5",-0.3757091192007224,"cell type 1","C85_p1d1"
"feature 13",-0.37536184324819266,"cell type 1","C85_p1d1"
"feature 12",-0.25660064114989006,"cell type 1","C85_p1d1"
"feature 9",-0.3576554952433767,"cell type 1","C85_p1d1"
"feature 14",-0.37555569778799514,"cell type 1","C85_p1d1"
"feature 8",1.5211217997902935,"cell type 1","C85_p1d1"
"feature 11",-0.3570586999731203,"cell type 1","C85_p1d1"
"feature 1",1.5488621339273763,"cell type 1","C85_p1d1"
"feature 6",-0.5740092168195461,"cell type 3","C86_p1d1"
"feature 5",-0.3757091192007224,"cell type 3","C86_p1d1"
"feature 13",-0.37536184324819266,"cell type 3","C86_p1d1"
"feature 12",-0.25660064114989006,"cell type 3","C86_p1d1"
"feature 9",-0.3576554952433767,"cell type 3","C86_p1d1"
"feature 14",-0.37555569778799514,"cell type 3","C86_p1d1"
"feature 8",-0.7023805146082471,"cell type 3","C86_p1d1"
"feature 11",-0.3570586999731203,"cell type 3","C86_p1d1"
"feature 1",-0.7023366235904492,"cell type 3","C86_p1d1"
"feature 6",-0.5740092168195461,"cell type 3","C87_p1d1"
"feature 5",-0.3757091192007224,"cell type 3","C87_p1d1"
"feature 13",-0.37536184324819266,"cell type 3","C87_p1d1"
"feature 12",-0.25660064114989006,"cell type 3","C87_p1d1"
"feature 9",-0.3576554952433767,"cell type 3","C87_p1d1"
"feature 14",-0.37555569778799514,"cell type 3","C87_p1d1"
"feature 8",-0.7023805146082471,"cell type 3","C87_p1d1"
"feature 11",-0.3570586999731203,"cell type 3","C87_p1d1"
"feature 1",-0.7023366235904492,"cell type 3","C87_p1d1"
"feature 6",-0.5740092168195461,"cell type 3","C88_p1d1"
"feature 5",-0.3757091192007224,"cell type 3","C88_p1d1"
"feature 13",-0.37536184324819266,"cell type 3","C88_p1d1"
"feature 12",-0.25660064114989006,"cell type 3","C88_p1d1"
"feature 9",-0.3576554952433767,"cell type 3","C88_p1d1"
"feature 14",-0.37555569778799514,"cell type 3","C88_p1d1"
"feature 8",-0.7023805146082471,"cell type 3","C88_p1d1"
"feature 11",-0.3570586999731203,"cell type 3","C88_p1d1"
"feature 1",-0.7023366235904492,"cell type 3","C88_p1d1"
"feature 6",-0.5740092168195461,"cell type 3","C89_p1d1"
