"row","col","value"
"CRO-06G010710.1","0",0.7099815344144023
"CRO-05G001490.1","0",-0.9364725427606659
"CRO-07G003340.1","0",-0.6526457945824242
"CRO-01G028550.5","0",-0.5994940431729475
"CRO-05G027030.5","0",-0.05170064552954794
"CRO-08G032950.1","0",0.5084828219144213
"CRO-08G009670.1","0",0.045372663451586324
"CRO-06G001620.2","0",-0.3430181884639868
"CRO-08G027760.2","0",-0.16554608751843164
"CRO-04G029580.3","0",-0.43565801849521485
"CRO-03G022450.3","0",0.5021749621908514
"CRO-05G029920.3","0",-0.36128432968777313
"CRO-05G029350.3","0",-1.253857906597783
"CRO-01G008320.3","0",-0.5076891176345185
"CRO-05G008070.4","0",-0.988013887916175
"CRO-04G019870.9","0",-0.1643784301860249
"CRO-08G012700.6","0",-0.438153120658389
"CRO.S003010.1","0",-0.9832450449419821
"CRO-04G030730.2","0",0.03549109755870723
"CRO-05G013180.3","0",-0.26426170337220645
"CRO-03G024310.1","0",-0.14470649197454932
"CRO-05G026150.2","0",-0.7279008894009945
"CRO-03G027770.5","0",-0.42048243396217
"CRO-05G030170.8","0",-0.32075304090204393
"CRO-03G008980.4","0",-0.3201047673963021
"CRO-03G007350.3","0",-1.1723686035331393
"CRO-04G035270.3","0",0.3364310671360246
"CRO-08G031130.3","0",-0.40224747913537995
"CRO-03G004110.2","0",-0.6080795605945951
"CRO-02G009110.2","0",-0.5754676140721608
"CRO-08G001880.4","0",0.027948365703651026
"CRO-03G011580.1","0",-0.3674077187823128
"CRO-07G006920.1","0",0.3455867133466644
"CRO-06G020920.2","0",-0.6609528358853878
"CRO-03G022340.2","0",0.7336531422275503
"CRO-02G013520.1","0",-0.7785372001430944
"CRO-03G017170.2","0",0.0897664024018581
"CRO-05G007060.2","0",0.5210080336544612
"CRO-07G018600.6","0",-0.43454333086065877
"CRO-02G013690.1","0",-0.37385779033484406
"CRO-01G000780.1","0",-0.4808358107834058
"CRO-02G028880.2","0",0.051184982152140145
"CRO-06G027420.10","0",0.3829902979842842
"CRO-03G013960.1","0",-0.35020809810228587
"CRO-01G012750.5","0",-0.25324389709487927
"CRO-05G004180.1","0",0.14415356506704985
"CRO-07G014350.1","0",0.09043793935219167
"CRO-03G017630.1","0",-0.4355158147324963
"CRO-08G022470.1","0",-0.41100689136031077
"CRO-05G014960.1","0",-0.5377073807024357
"CRO-04G021670.2","0",-0.5655305449067711
"CRO-08G012060.2","0",-0.7919554311129912
"CRO-04G011600.3","0",0.5423120053765368
"CRO-01G024270.2","0",-0.178325216495225
"CRO-05G030940.1","0",-0.35368966074216135
"CRO-07G013040.4","0",-0.9275175062743919
"CRO-04G008480.3","0",0.046653380637688806
"CRO-08G010210.3","0",-0.4577574176999721
"CRO-07G018070.4","0",-0.8389302877362393
"CRO-02G028470.1","0",-0.018111240880183
"CRO-06G030610.1","0",-0.5519942347135276
"CRO-08G020160.4","0",0.8919542670483301
"CRO-06G027370.10","0",-0.7343720208076482
"CRO-01G002000.4","0",0.557117013770831
"CRO-06G027940.1","0",-0.6454318929821113
"CRO-03G026200.1","0",-0.4845208628677116
"CRO-06G008860.1","0",-0.3861384914690615
"CRO-02G029150.1","0",-0.5338144154259795
"CRO-02G000280.2","0",-0.328016895774168
"CRO-06G000420.1","0",-0.31128142198875175
"CRO-08G032320.1","0",-0.7861010190164892
"CRO-01G030850.1","0",-1.080541701500857
"CRO-01G005780.4","0",0.3500381642783159
"CRO-04G035230.1","0",-0.5530307194670213
"CRO-05G000820.1","0",-0.6202017945254761
"CRO-02G005730.3","0",0.21600139194389362
"CRO-04G000180.4","0",-0.7988441609378817
"CRO-02G004880.1","0",-0.8093208534080487
"CRO-04G031280.1","0",-0.04172804782589946
"CRO-03G024280.3","0",0.7524650649031365
"CRO-07G005580.1","0",0.4604536098945707
"CRO-03G030930.2","0",-0.4556565024413148
"CRO-08G004950.1","0",-0.22706332017066067
"CRO-05G002390.6","0",-0.3795673813458617
"CRO-06G002620.2","0",-0.4902673516136739
"CRO-05G016570.6","0",0.7981017373229079
"CRO-01G018010.1","0",-0.29159588720268237
"CRO-03G014690.3","0",-0.4192947698929667
"CRO-05G026970.2","0",0.14745328347259765
"CRO-02G029060.1","0",-0.5894516042495973
"CRO-04G001950.6","0",-0.5994344429045909
"CRO-08G014420.2","0",-0.21308280621686307
"CRO-05G007890.2","0",0.7599678347276075
"CRO-08G004270.1","0",-0.5936473956464258
"CRO-08G010320.1","0",1.0502011895548498
"CRO-05G030610.1","0",-0.15581334282768167
"CRO-07G005920.5","0",1.1412400540002083
"CRO-08G000350.2","0",0.34166839533434823
"CRO-03G028620.2","0",0.6241093386352913
"CRO-05G027870.4","0",1.9535998318693688
"CRO-06G021240.3","0",-0.951594274454843
"CRO-05G020370.1","0",-0.5695121304955186
"CRO-08G027700.1","0",1.1067619508354798
"CRO-04G005320.3","0",-1.0743065761876789
"CRO-06G021660.5","0",-0.6409060482616867
"CRO-02G029290.1","0",-0.33971772453646404
"CRO-05G019150.2","0",-1.1429455144438219
"CRO-07G004090.2","0",-0.7578346461282678
"CRO-06G003570.1","0",-0.4883509109126838
"CRO.S001080.1","0",-0.3259262056786971
"CRO-03G009680.2","0",-0.3038785268416926
"CRO-02G012290.2","0",0.5647966476215501
"CRO-04G013960.1","0",-0.47024054383175967
"CRO-02G013770.2","0",0.15145433220726695
"CRO-01G030650.1","0",0.08333214182265716
"CRO-04G001150.5","0",0.01486836264387976
"CRO-05G009620.4","0",-0.8923649414882053
"CRO-06G005320.4","0",-0.07951289103242704
"CRO-06G007660.12","0",-0.43707306364014653
"CRO-08G027100.2","0",-0.2958048638133696
"CRO-08G003120.3","0",0.37497149933196394
"CRO-06G025850.11","0",0.28906390576089314
"CRO-03G022110.4","0",-0.4880549279248009
"CRO-02G010280.1","0",-0.03531530900082975
"CRO-06G033530.1","0",-0.3082174187706105
"CRO-04G011470.1","0",-0.7412261496158741
"CRO-06G020690.1","0",-0.6213256009188495
"CRO-06G001950.5","0",-0.6512918225424487
"CRO-08G025460.1","0",0.9313030870052548
"CRO-07G001780.2","0",-0.70301503762215
"CRO-06G032390.1","0",1.0810909168421854
"CRO-08G013020.3","0",0.041754523133139355
"CRO-08G028280.2","0",-0.6042896626015721
"CRO-02G009180.3","0",-0.5556610516667709
"CRO-07G021810.2","0",-0.4057879763207615
"CRO-04G016030.4","0",0.6775561434294604
"CRO-02G000470.2","0",0.07172483962929765
"CRO-04G033910.1","0",0.1147453650038868
"CRO-07G010470.1","0",-0.7211749303938698
"CRO-08G028890.3","0",-0.11571028690851388
"CRO-01G031910.1","0",-0.2818582983569559
"CRO-04G007740.1","0",-0.4948905098637805
"CRO-02G003920.3","0",1.1916299306439415
"CRO-05G028090.1","0",0.043444187036984196
"CRO-07G007850.3","0",-0.3880735625654918
"CRO-04G025970.4","0",-0.36230597776362267
"CRO-05G014680.2","0",-1.1094265992044474
"CRO-06G006290.1","0",-0.24602168728644677
"CRO-05G016230.2","0",-0.3253108467747403
"CRO-06G022850.11","0",-0.6201461020187355
"CRO-03G011820.7","0",-0.2997318164639741
"CRO-08G005630.2","0",-0.06254178116578363
"CRO-04G014520.2","0",-0.9601009325672383
"CRO-01G024150.2","0",-0.5478822803252911
"CRO-08G002730.1","0",-0.3081023191477736
"CRO-01G005270.4","0",0.029940587616435806
"CRO-06G019940.1","0",-0.5268913134563787
"CRO-04G001360.1","0",-0.7500620569312245
"CRO-04G010050.2","0",0.3547799316343445
"CRO-02G015910.1","0",-0.08900268219216771
"CRO-07G006470.1","0",-0.7831809261580899
"CRO-02G020710.2","0",-0.582786961159648
"CRO-01G001240.1","0",0.05690027881717076
"CRO-05G031240.2","0",-0.48993229458441306
"CRO-02G016250.2","0",-0.5152640366572838
"CRO-01G019830.1","0",0.9469294178812454
"CRO-06G002270.3","0",-0.44016898526968906
"CRO-07G001680.5","0",-0.5576254184465141
"CRO-02G006860.5","0",-0.792567127100894
"CRO.S002980.1","0",-0.4017782711587697
"CRO-07G003670.1","0",0.23644406662991913
"CRO-07G006270.3","0",-0.7671648355164963
"CRO-02G007420.1","0",0.9628390746476684
"CRO-05G001000.2","0",0.22118822483385325
"CRO-05G026880.1","0",-0.37289211947671347
"CRO-07G012870.5","0",-0.8810253317068335
"CRO-01G005020.4","0",0.23101215597472557
"CRO-01G025030.1","0",1.5318651556864717
"CRO-05G015750.1","0",0.49237714365958285
"CRO-08G030100.1","0",-0.09181864909138839
"CRO-03G020830.3","0",-0.5438371621516428
"CRO-02G014540.1","0",-0.7644690870516313
"CRO-05G003150.1","0",-0.4031695754139523
"CRO-07G011550.6","0",0.6136697060112225
"CRO-07G014200.1","0",-0.41891256284501177
"CRO-03G028450.6","0",0.35873556544553903
"CRO-07G009660.1","0",0.7710065146287443
"CRO-07G010520.1","0",0.2410050201598544
"CRO-03G000110.1","0",-0.2439456257840645
"CRO-03G015340.2","0",-0.6559508421415967
"CRO-07G001530.1","0",0.017976049948476947
"CRO-05G024030.9","0",-0.19530759797264913
"CRO-02G023860.3","0",-0.3557980778863022
"CRO-07G022440.3","0",0.05851893011117761
"CRO-08G019360.5","0",-0.5420776205867102
"CRO-01G008160.1","0",-0.77927285441941
"CRO-04G030530.4","0",-0.6989365346395965
"CRO-08G032680.2","0",0.21238161641874087
"CRO-08G018700.1","0",-0.8260627622498182
"CRO-07G000090.1","0",-0.41340207837306325
"CRO-08G003820.2","0",-0.2555442659200333
"CRO-08G012930.1","0",0.5255067209290342
"CRO-05G000970.1","0",-0.07034881867958877
"CRO-05G005050.3","0",-0.20111270607146234
"CRO.S003490.1","0",-0.10574936788893362
"CRO-02G008760.1","0",-0.3335007186050905
"CRO-05G006310.10","0",-0.48836835777727317
"CRO-03G010130.5","0",0.018095286939977008
"CRO-02G007340.1","0",0.3276275163213296
"CRO-04G033090.2","0",-0.33220215943140224
"CRO-07G006880.2","0",0.9602278324470747
"CRO-02G025440.1","0",-0.666874434603874
"CRO-06G006940.2","0",0.37276580168566514
"CRO-08G031900.1","0",-0.5997977928147598
"CRO-02G030070.1","0",-0.22797992348026924
"CRO-06G001500.1","0",-0.3470089335896793
"CRO-03G006060.1","0",0.8881564240839537
"CRO-04G008750.1","0",0.3026075025697643
"CRO-06G020040.1","0",0.17048675616400125
"CRO-08G000200.2","0",0.4828384819030084
"CRO-02G009210.1","0",0.15645264437748407
"CRO-05G000880.6","0",-0.48508134072860054
"CRO-02G026550.2","0",0.026685119519524635
"CRO-01G005450.1","0",-0.899085786637371
"CRO-08G014520.1","0",-0.6705956289024236
"CRO-05G026590.4","0",-0.8442311819469074
"CRO-06G025160.1","0",-0.6919655773079401
"CRO-06G020490.1","0",1.1061656732729481
"CRO-08G020520.1","0",-1.0845648371907284
"CRO-08G003170.4","0",0.44579601994880397
"CRO-02G024490.1","0",-0.5026102045677091
"CRO-05G027330.2","0",2.5
