"from","to","r","t","p.value","FDR","Type"
"CRO-03G003560","CRO-04G001480",0.8494301686704198,5.803786217520075,3.0683164249859255e-5,0.0019050461586384722,"co-expressed"
"CRO-03G003800","CRO-04G001480",0.8232015928441706,5.2278288182419645,8.150635979541948e-5,0.004044970594513702,"co-expressed"
"CRO-03G019430","CRO-04G001480",0.8239796600130779,5.24320386453963,7.936084517929565e-5,0.003961832452743109,"co-expressed"
"CRO-03G030600","CRO-04G001480",0.9072808481183833,7.778956992900077,1.5174387710819286e-6,1.6765395205108692e-4,"co-expressed"
"CRO-03G030620","CRO-04G001480",0.8867521823606178,6.916742228808143,5.291177568363176e-6,4.6906827069631107e-4,"co-expressed"
"CRO-03G032330","CRO-04G001480",0.842658528265384,5.642599964791593,4.014412107938123e-5,0.0023473262326624686,"co-expressed"
"CRO-03G032340","CRO-04G001480",0.8842304941987826,6.826106513140416,6.067176365731955e-6,5.241534228504389e-4,"co-expressed"
"CRO-01G032400","CRO-04G001500",0.8504870621368087,5.829844532919722,2.938855352849613e-5,0.0018423390522156085,"co-expressed"
"CRO-03G030600","CRO-04G001500",0.8832382277460623,6.79120067936885,6.39738237371404e-6,5.468414427604197e-4,"co-expressed"
"CRO-03G030620","CRO-04G001500",0.8657009024074792,6.235653698626425,1.5202785783058187e-5,0.0010954977228981749,"co-expressed"
"CRO-03G032340","CRO-04G001500",0.8135226692828932,5.043904081674861,1.1242464030794217e-4,0.005161530514734983,"co-expressed"
"CRO-03G003560","CRO-04G003000",0.849027576429271,5.79392627814543,3.118852876861151e-5,0.0019297910219055457,"co-expressed"
"CRO-03G003570","CRO-04G003000",0.8260232335051555,5.2840286305209325,7.394566545180668e-5,0.003755343546833362,"co-expressed"
"CRO-03G003800","CRO-04G003000",0.8825253125910077,6.766378464307165,6.643731833152915e-6,5.639701135424571e-4,"co-expressed"
"CRO-03G019430","CRO-04G003000",0.8323551102328322,5.414774122428754,5.9058646194353536e-5,0.0031623496632064395,"co-expressed"
"CRO-03G032340","CRO-04G003000",0.8022601718124788,4.845416227597582,1.5987978913690483e-4,0.006729473702537206,"co-expressed"
"CRO-02G001090","CRO-04G003380",0.785009304109575,4.56895000081993,2.6331602081808227e-4,0.00975658210043937,"co-expressed"
"CRO-03G003540","CRO-04G003380",0.7964045116756587,4.748093301125139,1.9036816267608308e-4,0.007664717126246183,"co-expressed"
"CRO-01G032400","CRO-04G003650",0.8759683036555072,6.5475824820044535,9.302709445176022e-6,7.390808950429927e-4,"co-expressed"
"CRO-03G003560","CRO-04G003650",0.9499616611714762,10.965117158123617,3.058042997875176e-8,6.37617910819999e-6,"co-expressed"
"CRO-03G003570","CRO-04G003650",0.8955003337726649,7.2546763790389175,3.2067691731224465e-6,3.108842533789777e-4,"co-expressed"
"CRO-03G003800","CRO-04G003650",0.9058834178468649,7.7119241014514195,1.6666243215360282e-6,1.8127833817954984e-4,"co-expressed"
"CRO-03G019430","CRO-04G003650",0.9229077403501298,8.642618700784382,4.751357513084799e-7,6.354627405143284e-5,"co-expressed"
"CRO-03G030600","CRO-04G003650",0.9886907128525089,23.770093633543237,2.1275825662795687e-12,2.3596967885622877e-9,"co-expressed"
"CRO-03G030620","CRO-04G003650",0.9842596835899368,20.080540070863155,1.8052347021851927e-11,1.3326890584488058e-8,"co-expressed"
"CRO-03G032340","CRO-04G003650",0.9720793117411182,14.936475406577864,7.273577177424783e-10,2.78896922371679e-7,"co-expressed"
"CRO-02G001090","CRO-04G003990",0.8228021667454041,5.219971492329002,8.26261406585141e-5,0.004085937998134811,"co-expressed"
"CRO-03G003540","CRO-04G003990",0.8392958525075354,5.56605399146518,4.566712825234899e-5,0.0025918799440339613,"co-expressed"
"CRO-03G030620","CRO-04G004180",0.786006323242934,4.5841175914363435,2.5614301236514153e-4,0.00955700433057627,"co-expressed"
"CRO-03G003560","CRO-04G004580",0.9713499574215487,14.736790237666115,8.585765551807461e-10,3.1980679253793047e-7,"co-expressed"
"CRO-03G003570","CRO-04G004580",0.9422456972283947,10.143587560471566,7.622755214795205e-8,1.3692287307840693e-5,"co-expressed"
"CRO-03G003800","CRO-04G004580",0.9884424353443957,23.508958047207443,2.448670888485738e-12,2.6403034496292166e-9,"co-expressed"
"CRO-03G019430","CRO-04G004580",0.9599116119095882,12.34739612938644,7.414506147190454e-9,1.9489398096959366e-6,"co-expressed"
"CRO-03G030600","CRO-04G004580",0.9063196615653226,7.7326969229717815,1.6187942991629787e-6,1.7699141197228537e-4,"co-expressed"
"CRO-03G030620","CRO-04G004580",0.9296993745442464,9.101014209780658,2.652917543156799e-7,3.89123697469361e-5,"co-expressed"
"CRO-03G032340","CRO-04G004580",0.9667536488377791,13.631401819485742,2.233489672595629e-9,7.117670909307133e-7,"co-expressed"
"CRO-03G003560","CRO-04G004640",0.9934877565200857,31.438520098695335,5.953734287827425e-14,1.3848435208785767e-10,"co-expressed"
"CRO-03G003570","CRO-04G004640",0.9307221202216358,9.175601250058152,2.417923647071508e-7,3.596901298396554e-5,"co-expressed"
"CRO-03G003800","CRO-04G004640",0.9815861202896947,18.52767646057297,4.972839165868705e-11,3.0631681483856454e-8,"co-expressed"
"CRO-03G019430","CRO-04G004640",0.9730951577459179,15.227820441151065,5.73045691162002e-10,2.287149358257711e-7,"co-expressed"
"CRO-03G030600","CRO-04G004640",0.9376046864031216,9.72261013797652,1.245605450256572e-7,2.065076132425938e-5,"co-expressed"
"CRO-03G030620","CRO-04G004640",0.9634476208037508,12.966784688456116,4.10326606155075e-9,1.1841507812346708e-6,"co-expressed"
"CRO-03G032330","CRO-04G004640",0.8064187462214902,4.916900571379006,1.407525690207388e-4,0.006111706644980747,"co-expressed"
"CRO-03G032340","CRO-04G004640",0.9955736868503428,38.19355937187055,4.863825989546202e-15,1.934564209900406e-11,"co-expressed"
"CRO-03G003560","CRO-04G005040",0.9936176831993057,31.760027568727647,5.224377004223716e-14,1.2441429303070614e-10,"co-expressed"
"CRO-03G003570","CRO-04G005040",0.9395956430620843,9.897441372293136,1.013791462541422e-7,1.738077249225423e-5,"co-expressed"
"CRO-03G003800","CRO-04G005040",0.9780815343363762,16.936340123514803,1.5302737018959624e-10,7.68553784523723e-8,"co-expressed"
"CRO-03G019430","CRO-04G005040",0.9568679530312431,11.875253536005275,1.1842911653259912e-8,2.8883349456324054e-6,"co-expressed"
"CRO-03G030600","CRO-04G005040",0.9332182682076604,9.364522213183177,1.9164962628036782e-7,2.9612414777159945e-5,"co-expressed"
"CRO-03G030620","CRO-04G005040",0.9558298925227418,11.725260949707424,1.3787946382330168e-8,3.2760206831497387e-6,"co-expressed"
"CRO-03G032330","CRO-04G005040",0.788600446183294,4.624023089995974,2.3822249465951011e-4,0.009056247610332,"co-expressed"
"CRO-03G032340","CRO-04G005040",0.990633416594043,26.157630604866995,6.278478143627111e-13,8.927714622929484e-10,"co-expressed"
"CRO-02G001090","CRO-04G006670",0.8547537226851134,5.937683525806902,2.4611479788158373e-5,0.0016038176762520344,"co-expressed"
"CRO-03G003540","CRO-04G006670",0.8554476039917459,5.9556353037069485,2.3899089495716738e-5,0.0015679104857367287,"co-expressed"
"CRO-02G001090","CRO-04G007340",0.9979441548305915,56.14240858641261,3.346559389724572e-17,4.0469079071709646e-13,"co-expressed"
"CRO-03G003540","CRO-04G007340",0.9975437462365977,51.347447592734156,1.0629726844574544e-16,9.859345610374966e-13,"co-expressed"
"CRO-01G032400","CRO-04G007820",0.8344966265108604,5.460524720215588,5.462145956886525e-5,0.00297641102636505,"co-expressed"
"CRO-03G030600","CRO-04G007820",0.8234647726285503,5.233019122368982,8.077537723932051e-5,0.004015338245329392,"co-expressed"
"CRO-01G032400","CRO-04G009330",0.9021770512639363,7.5408032226467325,2.1226812340298265e-6,2.2127454074438464e-4,"co-expressed"
"CRO-03G003560","CRO-04G009330",0.9120998299298829,8.021653746508562,1.0854651404450963e-6,1.267432471969086e-4,"co-expressed"
"CRO-03G003570","CRO-04G009330",0.873246121186722,6.461454512924763,1.063973108752701e-5,8.24709323475778e-4,"co-expressed"
"CRO-03G003800","CRO-04G009330",0.8633525915071564,6.168955711962772,1.691566618668524e-5,0.0011940423408621436,"co-expressed"
"CRO-03G019430","CRO-04G009330",0.871220460051516,6.399025322589081,1.17348881630723e-5,8.917579337057746e-4,"co-expressed"
"CRO-03G030600","CRO-04G009330",0.9798765130643929,17.69996282861388,8.81957714369106e-11,4.899341538761945e-8,"co-expressed"
"CRO-03G030620","CRO-04G009330",0.9673609718912329,13.764156532596143,1.9841609824508217e-9,6.445514283329739e-7,"co-expressed"
"CRO-03G032340","CRO-04G009330",0.938437138562316,9.794710474039148,1.1437950963059214e-7,1.9224219094833504e-5,"co-expressed"
"CRO-03G003570","CRO-04G010140",0.8468678963202727,5.741644581338079,3.4018320525804295e-5,0.0020637252017494992,"co-expressed"
"CRO-01G032400","CRO-04G011160",0.8898605762513707,7.032461447334799,4.449924704655629e-6,4.067043129600436e-4,"co-expressed"
"CRO-03G003560","CRO-04G011160",0.8850031659888332,6.85358047346776,5.8199693818182524e-6,5.069049209880038e-4,"co-expressed"
"CRO-03G003570","CRO-04G011160",0.8378769160671861,5.534409141433547,4.817821447275945e-5,0.0027022979203225406,"co-expressed"
"CRO-03G003800","CRO-04G011160",0.8306775198335218,5.379487451793103,6.273812555777108e-5,0.0033131121420629595,"co-expressed"
"CRO-03G019430","CRO-04G011160",0.8631413883629544,6.163035173321545,1.7077243223874844e-5,0.0012029937619223757,"co-expressed"
"CRO-03G030600","CRO-04G011160",0.972207934182408,14.972491374393945,7.060708620038374e-10,2.7182368615526425e-7,"co-expressed"
"CRO-03G030620","CRO-04G011160",0.9422515254188377,10.144146937380034,7.617864844728597e-8,1.3684595880525356e-5,"co-expressed"
"CRO-03G032340","CRO-04G011160",0.9168099811300617,8.278008469384204,7.677008329684698e-7,9.48400131235004e-5,"co-expressed"
"CRO-02G001090","CRO-04G011370",0.9975729238363399,51.65630114530827,9.835998463352039e-17,9.276150752073196e-13,"co-expressed"
"CRO-03G003540","CRO-04G011370",0.9970623816378639,46.93539795954654,3.397952006502567e-16,2.422454374207892e-12,"co-expressed"
"CRO-02G001090","CRO-04G011630",0.854639678117807,5.934744362262325,2.4730228524780515e-5,0.0016100063429595895,"co-expressed"
"CRO-03G003540","CRO-04G011630",0.8700861583423986,6.364663030116383,1.2387887790779036e-5,9.315454720139664e-4,"co-expressed"
"CRO-03G003560","CRO-04G012380",0.8338189470681203,5.445960094151048,5.599484705455311e-5,0.00303309916524067,"co-expressed"
"CRO-03G003570","CRO-04G012380",0.8734263856382924,6.467077664536729,1.0546529495828827e-5,8.187406239664863e-4,"co-expressed"
"CRO-03G003800","CRO-04G012380",0.7880555229059717,4.615586994218237,2.4189941322913628e-4,0.009161853365977066,"co-expressed"
"CRO-03G032340","CRO-04G012380",0.8157509129539282,5.085087575532785,1.0457186996689011e-4,0.004886961436207911,"co-expressed"
"CRO-01G001040","CRO-04G013510",0.9804987676114125,17.98872618420761,7.201604940018847e-11,4.1517903143245905e-8,"co-expressed"
"CRO-01G004350","CRO-04G013510",0.858299317917089,6.030684927990156,2.114769397973738e-5,0.0014234755437205625,"co-expressed"
"CRO-01G005050","CRO-04G013510",0.849100433946092,5.795707954871062,3.1096566692651154e-5,0.0019251335636201036,"co-expressed"
"CRO-01G006240","CRO-04G013510",0.8206036328696773,5.177148077244858,8.901824392561681e-5,0.004325759890026112,"co-expressed"
"CRO-01G007510","CRO-04G013510",-0.9041800482173759,-7.632109919863961,1.8648308111148994e-6,1.9892678389889676e-4,"co-expressed"
"CRO-01G008860","CRO-04G013510",0.9886551464373913,23.732162921657682,2.1712671128040012e-12,2.3998636626409828e-9,"co-expressed"
"CRO-01G009920","CRO-04G013510",0.9281598714868141,8.991650002979856,3.0425343157995e-7,4.3673507832490036e-5,"co-expressed"
"CRO-01G013240","CRO-04G013510",0.9052226629509288,7.680720719835569,1.7413117388268367e-6,1.8803809249393934e-4,"co-expressed"
"CRO-01G013530","CRO-04G013510",0.9619741282798542,12.698395249002523,5.286211262082036e-9,1.4653055777672983e-6,"co-expressed"
"CRO-01G020260","CRO-04G013510",0.8996652466532461,7.429992716176463,2.487413094607152e-6,2.5222883497712673e-4,"co-expressed"
"CRO-01G020380","CRO-04G013510",0.8257370727959361,5.278272892385732,7.46851209472147e-5,0.0037835426088543133,"co-expressed"
"CRO-01G021480","CRO-04G013510",0.9834479997484075,19.56984680042249,2.4982089761108493e-11,1.7396583713675937e-8,"co-expressed"
"CRO-01G026840","CRO-04G013510",0.9968589189283829,45.38288607994975,5.248689754249359e-16,3.3933888130376416e-12,"co-expressed"
"CRO-01G027200","CRO-04G013510",0.9266362467327877,8.886696049529494,3.474205961330196e-7,4.883340037773043e-5,"co-expressed"
"CRO-01G027620","CRO-04G013510",0.9818724659612876,18.677534230483293,4.494281268195626e-11,2.826835051031603e-8,"co-expressed"
"CRO-01G028790","CRO-04G013510",0.9880970441629184,23.159281166831875,2.9627596918068055e-12,3.0801882305507084e-9,"co-expressed"
"CRO-01G030330","CRO-04G013510",0.8450804136703506,5.699134398350573,3.651771072107164e-5,0.0021806791493487595,"co-expressed"
"CRO-01G030520","CRO-04G013510",0.9892194719073741,24.355831673887756,1.5605129225343346e-12,1.838824913962542e-9,"co-expressed"
"CRO-01G030660","CRO-04G013510",0.8153836364033514,5.078253345046375,1.0583430626302567e-4,0.004932560030710633,"co-expressed"
"CRO-01G031150","CRO-04G013510",0.9087034376984725,7.8486941717634116,1.377183028271792e-6,1.5474240748560982e-4,"co-expressed"
"CRO-01G031240","CRO-04G013510",0.8922734609954923,7.125516485725289,3.876430705307236e-6,3.633547992962286e-4,"co-expressed"
"CRO-01G032060","CRO-04G013510",0.9879245508926559,22.99025878100889,3.251861814125497e-12,3.323511399306323e-9,"co-expressed"
"CRO-01G032230","CRO-04G013510",0.8489301699374979,5.791546123798136,3.131182768503568e-5,0.0019357693512146363,"co-expressed"
"CRO-01G032260","CRO-04G013510",0.9839043913732171,19.852285123025418,2.085327268393409e-11,1.50097069410835e-8,"co-expressed"
"CRO-01G032400","CRO-04G013510",0.8127699485152268,5.030141346472146,1.1518405797175487e-4,0.005256109083398563,"co-expressed"
"CRO-01G033160","CRO-04G013510",0.9855515581340746,20.979731861221875,1.0378343627026187e-11,8.47573800294118e-9,"co-expressed"
"CRO-02G000210","CRO-04G013510",0.9746956060617429,15.72145129099695,3.861347420574547e-10,1.6476117004623297e-7,"co-expressed"
"CRO-02G000230","CRO-04G013510",0.9925150465854434,29.303090062178658,1.4681143513708015e-13,2.818741958873901e-10,"co-expressed"
"CRO-02G000810","CRO-04G013510",0.8844378036897645,6.833452437457067,6.000009445110588e-6,5.194880860871486e-4,"co-expressed"
"CRO-02G002960","CRO-04G013510",0.9911765798293563,26.961828365168888,4.26364516592473e-13,6.608026448597226e-10,"co-expressed"
"CRO-02G004380","CRO-04G013510",0.966576006853935,13.593245225629703,2.3112177107070787e-9,7.326999909524871e-7,"co-expressed"
"CRO-02G005050","CRO-04G013510",0.8027748638170208,4.8541541341672705,1.574033242049556e-4,0.006649823604399685,"co-expressed"
"CRO-02G010700","CRO-04G013510",0.9060051711214105,7.717707850096059,1.6531581595611835e-6,1.8006614965583497e-4,"co-expressed"
"CRO-02G012840","CRO-04G013510",0.8030246450870686,4.858405647293732,1.5621284556866617e-4,0.006612001183577764,"co-expressed"
"CRO-02G016790","CRO-04G013510",0.9392182365125787,9.863662441629067,1.0547051551567074e-7,1.7966491746714814e-5,"co-expressed"
"CRO-02G018160","CRO-04G013510",0.9594091907864555,12.265891692322228,8.029952414804421e-9,2.086293612056143e-6,"co-expressed"
"CRO-02G018640","CRO-04G013510",0.9771152185195965,16.562583438759646,2.0209145789878259e-10,9.649808123953651e-8,"co-expressed"
"CRO-02G020220","CRO-04G013510",0.9491851428618214,10.874284904715545,3.3736054248309756e-8,6.9215379018526605e-6,"co-expressed"
"CRO-02G023750","CRO-04G013510",0.8395777748360481,5.572386926906051,4.518129374230835e-5,0.002570710065388034,"co-expressed"
"CRO-02G025060","CRO-04G013510",0.870658174088426,6.381938960132601,1.2054923244099178e-5,9.115049885403281e-4,"co-expressed"
"CRO-02G028240","CRO-04G013510",0.8356969054329012,5.486521818613616,5.2257044187064534e-5,0.00287715945505795,"co-expressed"
"CRO-02G028270","CRO-04G013510",0.8091285450906062,4.964596925169537,1.2932890499481613e-4,0.005739496317047124,"co-expressed"
"CRO-02G029050","CRO-04G013510",0.8672845738849893,6.281557511301462,1.4130829478462796e-5,0.0010334504374713848,"co-expressed"
"CRO-02G029900","CRO-04G013510",0.987216608153133,22.33255819351216,4.701364615292847e-12,4.468432013922433e-9,"co-expressed"
"CRO-03G000490","CRO-04G013510",0.9868859846031702,22.043692274006524,5.545775246476827e-12,5.092400478929579e-9,"co-expressed"
"CRO-03G000880","CRO-04G013510",0.8971117524700923,7.3213114127956205,2.9102991159752676e-6,2.8692236457548363e-4,"co-expressed"
"CRO-03G003340","CRO-04G013510",0.8838804683739562,6.813745431515861,6.182000499794529e-6,5.321112306665459e-4,"co-expressed"
"CRO-03G003370","CRO-04G013510",0.9861429414916376,21.432398256920898,7.920796695028271e-12,6.7962482052366636e-9,"co-expressed"
"CRO-03G003560","CRO-04G013510",0.9868018663441591,21.971924481651463,5.77995094351576e-12,5.269782999474189e-9,"co-expressed"
"CRO-03G003570","CRO-04G013510",0.9176697966471674,8.32705831353076,7.190911176722898e-7,8.987140614682435e-5,"co-expressed"
"CRO-03G003720","CRO-04G013510",0.8368062236222515,5.510780467519065,5.014738726653089e-5,0.002787549539937094,"co-expressed"
"CRO-03G003800","CRO-04G013510",0.9664046052985611,13.55671143227132,2.388362497893513e-9,7.525951734921524e-7,"co-expressed"
"CRO-03G003880","CRO-04G013510",0.9912693093318277,27.106536867079242,3.9815578939084303e-13,6.260411809069232e-10,"co-expressed"
"CRO-03G005030","CRO-04G013510",0.9102934706622838,7.928500006447129,1.233392277025908e-6,1.41091294550567e-4,"co-expressed"
"CRO-03G007470","CRO-04G013510",0.976887454162264,16.477880270536517,2.1541038230432314e-10,1.0166005085984029e-7,"co-expressed"
"CRO-03G009710","CRO-04G013510",0.9713336432961739,14.732409782482033,8.617254751983634e-10,3.2062541132961933e-7,"co-expressed"
"CRO-03G010790","CRO-04G013510",0.995520144672384,37.96310061577889,5.2585324371539715e-15,2.048095945327891e-11,"co-expressed"
"CRO-03G012910","CRO-04G013510",0.8373367520480142,5.522461904234697,4.916353965597789e-5,0.002744799046136103,"co-expressed"
"CRO-03G013290","CRO-04G013510",0.9863939220334358,21.63330619318053,7.03772762531025e-12,6.176871883930474e-9,"co-expressed"
"CRO-03G013540","CRO-04G013510",0.965705864524338,13.410573436416001,2.725698624467764e-9,8.406785733511011e-7,"co-expressed"
"CRO-03G014580","CRO-04G013510",0.8680697534205469,6.30460045353568,1.3623054204992796e-5,0.001004306125115977,"co-expressed"
"CRO-03G015100","CRO-04G013510",0.8957829740661846,7.266258312670139,3.153024688655276e-6,3.067249434923288e-4,"co-expressed"
"CRO-03G017440","CRO-04G013510",0.8037600708351862,4.8709652359020845,1.5275042344706552e-4,0.006500768313331505,"co-expressed"
"CRO-03G017950","CRO-04G013510",0.9038857806485894,7.6185261741784585,1.90098564532478e-6,2.0208866446482472e-4,"co-expressed"
"CRO-03G019000","CRO-04G013510",0.9817064267829133,18.590213604453073,4.766788925871421e-11,2.9609776281458973e-8,"co-expressed"
"CRO-03G019430","CRO-04G013510",0.974646169440439,15.705516415512612,3.910181088453954e-10,1.664769035246083e-7,"co-expressed"
"CRO-03G019870","CRO-04G013510",0.9719517424439905,14.900995862278334,7.490020549065418e-10,2.8578335402859017e-7,"co-expressed"
"CRO-03G019910","CRO-04G013510",0.8939838214092499,7.19328272508381,3.5083415762921755e-6,3.3468221606901245e-4,"co-expressed"
"CRO-03G020840","CRO-04G013510",0.7854210403354487,4.575202443497424,2.6033423600185606e-4,0.009673507902054694,"co-expressed"
"CRO-03G021090","CRO-04G013510",0.9176833724984476,8.327838665680988,7.183447577908172e-7,8.979558987751107e-5,"co-expressed"
"CRO-03G021490","CRO-04G013510",0.9175974824304595,8.322904737748113,7.230776697018181e-7,9.027934768675074e-5,"co-expressed"
"CRO-03G022230","CRO-04G013510",0.9773182759442149,16.639159117196506,1.908097044770716e-10,9.193075458820891e-8,"co-expressed"
"CRO-03G022780","CRO-04G013510",0.9317679698253067,9.253538286255656,2.1959099913770121e-7,3.3180660793203525e-5,"co-expressed"
"CRO-03G023380","CRO-04G013510",0.9353686401440989,9.535664988801877,1.557398739475018e-7,2.492898679062279e-5,"co-expressed"
"CRO-03G023790","CRO-04G013510",0.8639329431197791,6.185290094759707,1.6478183708712597e-5,0.0011693449453789378,"co-expressed"
"CRO-03G026550","CRO-04G013510",0.8256919677598573,5.277366835216473,7.480222733323875e-5,0.0037879395238149187,"co-expressed"
"CRO-03G026600","CRO-04G013510",-0.8306634818387992,-5.379194185236135,6.276969221695084e-5,0.00331431224618183,"co-expressed"
"CRO-03G028180","CRO-04G013510",0.9722286073061752,14.978303117901909,7.026989763648644e-10,2.706877329317813e-7,"co-expressed"
"CRO-03G029230","CRO-04G013510",0.8937212300135564,7.182778383815505,3.562883191160098e-6,3.3894368506003135e-4,"co-expressed"
"CRO-03G030600","CRO-04G013510",0.9648766209562977,13.242734491486754,3.177271402747904e-9,9.542632798278438e-7,"co-expressed"
"CRO-03G030620","CRO-04G013510",0.978728708756474,17.200613974614434,1.2613594499624868e-10,6.579575006558728e-8,"co-expressed"
"CRO-03G030660","CRO-04G013510",0.8179010934214893,5.125469700144768,9.742633880013907e-5,0.004632361829939707,"co-expressed"
"CRO-03G032330","CRO-04G013510",0.8285663351477637,5.33575088767747,6.763457023527374e-5,0.0035063643235696677,"co-expressed"
"CRO-03G032340","CRO-04G013510",0.9980822759786199,58.135080978597394,2.1301672014603698e-17,2.9686524455559017e-13,"co-expressed"
"CRO-03G032840","CRO-04G013510",0.9397316908473814,9.909693329472693,9.993732616044159e-8,1.717481898428891e-5,"co-expressed"
"CRO-04G001260","CRO-04G013510",-0.7952968412527954,-4.730102241836271,1.9663658541664198e-4,0.007850977895595669,"co-expressed"
"CRO-04G001480","CRO-04G013510",0.8932619257247969,7.164493072253915,3.6599802605311215e-6,3.464662191872909e-4,"co-expressed"
"CRO-04G001500","CRO-04G013510",0.8251726793035902,5.266958373964128,7.61613619331598e-5,0.0038403376897832107,"co-expressed"
"CRO-04G003000","CRO-04G013510",0.7897545331182795,4.641985159235298,2.3058548038275268e-4,0.008838746589481776,"co-expressed"
"CRO-04G003650","CRO-04G013510",0.9718474845693955,14.872176403611734,7.670919873887984e-10,2.91449603485516e-7,"co-expressed"
"CRO-04G004580","CRO-04G013510",0.9628376308534217,12.853779557129688,4.562566861437804e-9,1.2947708192138504e-6,"co-expressed"
"CRO-04G004640","CRO-04G013510",0.9931655905843344,30.681116114697023,8.142587802196315e-14,1.7652737941291626e-10,"co-expressed"
"CRO-04G005040","CRO-04G013510",0.985926253628376,21.263252126890436,8.75678482976132e-12,7.375472113214996e-9,"co-expressed"
"CRO-04G009330","CRO-04G013510",0.9370798026883415,9.677862760890008,1.3136238921154432e-7,2.160319177700271e-5,"co-expressed"
"CRO-04G011160","CRO-04G013510",0.9230463958636661,8.651389068501725,4.6976859316945475e-7,6.293754702244966e-5,"co-expressed"
"CRO-04G012380","CRO-04G013510",0.8165378880256982,5.099793519301584,1.0190835498249547e-4,0.004793785163626963,"co-expressed"
"CRO-03G003560","CRO-04G013530",0.9947398278160916,35.01370538846474,1.4905245054745007e-14,4.57749321317516e-11,"co-expressed"
"CRO-03G003570","CRO-04G013530",0.950324986320722,11.008327315970268,2.9191436939560934e-8,6.132041983311457e-6,"co-expressed"
"CRO-03G003800","CRO-04G013530",0.9843054669368061,20.11051115285654,1.771570652216442e-11,1.3116212276161394e-8,"co-expressed"
"CRO-03G019430","CRO-04G013530",0.9676733291012561,13.833862569742681,1.8653438824714118e-9,6.129473670779874e-7,"co-expressed"
"CRO-03G030600","CRO-04G013530",0.9322806539488239,9.292377993448305,2.0934804123696934e-7,3.186762870548547e-5,"co-expressed"
"CRO-03G030620","CRO-04G013530",0.9615098567073223,12.616979733501115,5.7136524125870345e-9,1.5641957995388738e-6,"co-expressed"
"CRO-03G032330","CRO-04G013530",0.786411182730322,4.590303350617636,2.53276094048139e-4,0.009479204874334863,"co-expressed"
"CRO-03G032340","CRO-04G013530",0.9927886384755082,29.859959966508093,1.1532593507719882e-13,2.3181131320142042e-10,"co-expressed"
"CRO-04G013510","CRO-04G013530",0.9885045820028,23.573533284536197,2.364693594497337e-12,2.565743882017914e-9,"co-expressed"
"CRO-03G003560","CRO-04G013580",0.984582901380891,20.29495149385213,1.5787016438667535e-11,1.1917753557534134e-8,"co-expressed"
"CRO-03G003570","CRO-04G013580",0.9381875621312571,9.772946242587153,1.1735575935499475e-7,1.963641002263135e-5,"co-expressed"
"CRO-03G003800","CRO-04G013580",0.9906990159651179,26.251018463198534,5.999050971690751e-13,8.638518180586058e-10,"co-expressed"
"CRO-03G019430","CRO-04G013580",0.9722432452151835,14.98242207867175,7.003196798467171e-10,2.6993300315229686e-7,"co-expressed"
"CRO-03G030600","CRO-04G013580",0.8740166522482626,6.485569059364659,1.0246071542244307e-5,7.99693822245884e-4,"co-expressed"
"CRO-03G030620","CRO-04G013580",0.9118264027470335,8.007378036169166,1.1068534556385002e-6,1.288507690963381e-4,"co-expressed"
"CRO-03G032340","CRO-04G013580",0.9701014921310772,14.41185192833094,1.1294815649942252e-9,4.0286812719049495e-7,"co-expressed"
"CRO-04G013510","CRO-04G013580",0.9649161521101264,13.250602666914931,3.1544006074986577e-9,9.487244188562354e-7,"co-expressed"
"CRO-03G003560","CRO-04G013960",0.8036435105592284,4.868970429962029,1.5329496960391658e-4,0.006518432935695858,"co-expressed"
"CRO-03G019430","CRO-04G013960",0.8388505943990063,5.556082893526259,4.644320200637879e-5,0.0026270919841776376,"co-expressed"
"CRO-03G030600","CRO-04G013960",0.8826789117815798,6.771708528921031,6.590000054023572e-6,5.602720600813622e-4,"co-expressed"
"CRO-03G030620","CRO-04G013960",0.8529590513481234,5.89179733140362,2.6535836472342596e-5,0.0017012478853425852,"co-expressed"
"CRO-03G032340","CRO-04G013960",0.8482496542073792,5.774976295650014,3.218451410120666e-5,0.0019775994957626337,"co-expressed"
"CRO-04G013510","CRO-04G013960",0.8487409691050302,5.786928984624866,3.155247175459871e-5,0.0019473824557507302,"co-expressed"
"CRO-01G032400","CRO-04G014480",0.8169626743474901,5.107766756693556,1.0049395413741316e-4,0.004741533753785313,"co-expressed"
"CRO-03G003560","CRO-04G015710",0.9885361025175923,23.606484923366608,2.3230393641471018e-12,2.531538900100712e-9,"co-expressed"
"CRO-03G003570","CRO-04G015710",0.9383482811358892,9.786947024555142,1.1543180825566383e-7,1.936562950093622e-5,"co-expressed"
"CRO-03G003800","CRO-04G015710",0.9814636809243115,18.464650972607522,5.1902109375468465e-11,3.1741274523499436e-8,"co-expressed"
"CRO-03G019430","CRO-04G015710",0.9700531284005766,14.39966860430608,1.141277176646444e-9,4.0659185706375453e-7,"co-expressed"
"CRO-03G030600","CRO-04G015710",0.9260050003398399,8.844129977942806,3.6674814144249976e-7,5.112064308490333e-5,"co-expressed"
"CRO-03G030620","CRO-04G015710",0.9500570311984198,10.976415001674274,3.021056616646584e-8,6.309002920005877e-6,"co-expressed"
"CRO-03G032330","CRO-04G015710",0.7915200390796698,4.669717379108368,2.1928963423952015e-4,0.008517821139479,"co-expressed"
"CRO-03G032340","CRO-04G015710",0.9857831099102432,21.15362688142658,9.348941320594154e-12,7.763746082830498e-9,"co-expressed"
